PERMNO,date,TICKER,COMNAM,vwretd,ewretd
16109,12/28/31,,GENERAL FOODS CORP,-0.026425,-0.024947
16109,12/29/31,,GENERAL FOODS CORP,0.020999,0.004827
16109,12/30/31,,GENERAL FOODS CORP,0.016413,0.011932
16109,12/31/31,,GENERAL FOODS CORP,0.009622,0.070664
16109,1/2/32,,GENERAL FOODS CORP,-0.034254,0.015069
16109,1/4/32,,GENERAL FOODS CORP,-0.029541,-0.02286
16109,1/5/32,,GENERAL FOODS CORP,-0.003184,-0.005377
16109,1/6/32,,GENERAL FOODS CORP,0.064877,0.052801
16109,1/7/32,,GENERAL FOODS CORP,0.019935,0.040501
16109,1/8/32,,GENERAL FOODS CORP,0.038533,0.032826
16109,1/9/32,,GENERAL FOODS CORP,-0.015235,0.009637
16109,1/11/32,,GENERAL FOODS CORP,0.010951,0.020409
16109,1/12/32,,GENERAL FOODS CORP,-0.009117,0.000744
16109,1/13/32,,GENERAL FOODS CORP,0.04543,0.042663
16109,1/14/32,,GENERAL FOODS CORP,0.011483,0.017703
16109,1/15/32,,GENERAL FOODS CORP,-0.000578,0.002889
16109,1/16/32,,GENERAL FOODS CORP,-0.015902,-0.003074
16109,1/18/32,,GENERAL FOODS CORP,-0.02383,-0.015859
16109,1/19/32,,GENERAL FOODS CORP,-0.003667,0.004606
16109,1/20/32,,GENERAL FOODS CORP,0.017504,0.010268
16109,1/21/32,,GENERAL FOODS CORP,-0.00096,0.00864
16109,1/22/32,,GENERAL FOODS CORP,-0.037418,-0.021621
16109,1/23/32,,GENERAL FOODS CORP,-0.007708,-0.012439
16109,1/25/32,,GENERAL FOODS CORP,0.00427,0.011957
16109,1/26/32,,GENERAL FOODS CORP,0.009333,0.005913
16109,1/27/32,,GENERAL FOODS CORP,-0.016814,-0.017073
16109,1/28/32,,GENERAL FOODS CORP,-0.012112,0.000477
16109,1/29/32,,GENERAL FOODS CORP,-0.011981,-0.007457
16109,1/30/32,,GENERAL FOODS CORP,-0.003016,0.008794
16109,2/1/32,,GENERAL FOODS CORP,0.037001,0.025102
16109,2/2/32,,GENERAL FOODS CORP,-0.017139,-0.007939
16109,2/3/32,,GENERAL FOODS CORP,0.000231,-0.001646
16109,2/4/32,,GENERAL FOODS CORP,-0.007266,-0.004792
16109,2/5/32,,GENERAL FOODS CORP,-0.026419,-0.017943
16109,2/6/32,,GENERAL FOODS CORP,-0.008312,-0.004187
16109,2/8/32,,GENERAL FOODS CORP,-0.009511,-0.010575
16109,2/9/32,,GENERAL FOODS CORP,-0.012174,-0.010323
16109,2/10/32,,GENERAL FOODS CORP,-0.002706,-0.000094
16109,2/11/32,,GENERAL FOODS CORP,0.073998,0.048778
16109,2/13/32,,GENERAL FOODS CORP,0.081874,0.059519
16109,2/15/32,,GENERAL FOODS CORP,-0.028067,-0.006581
16109,2/16/32,,GENERAL FOODS CORP,0.038481,0.021129
16109,2/17/32,,GENERAL FOODS CORP,-0.034531,-0.008659
16109,2/18/32,,GENERAL FOODS CORP,0.022955,0.004088
16109,2/19/32,,GENERAL FOODS CORP,0.001832,0.011743
16109,2/20/32,,GENERAL FOODS CORP,-0.021563,-0.014177
16109,2/23/32,,GENERAL FOODS CORP,-0.031685,-0.019407
16109,2/24/32,,GENERAL FOODS CORP,0.020226,0.005074
16109,2/25/32,,GENERAL FOODS CORP,-0.006902,0.001093
16109,2/26/32,,GENERAL FOODS CORP,-0.000138,0.000644
16109,2/27/32,,GENERAL FOODS CORP,-0.002252,0.002154
16109,2/29/32,,GENERAL FOODS CORP,-0.001807,0.002424
16109,3/1/32,,GENERAL FOODS CORP,0.004386,0.001174
16109,3/2/32,,GENERAL FOODS CORP,0.040086,0.023885
16109,3/3/32,,GENERAL FOODS CORP,-0.001744,0.007856
16109,3/4/32,,GENERAL FOODS CORP,0.001631,0.001879
16109,3/5/32,,GENERAL FOODS CORP,0.025375,0.020881
16109,3/7/32,,GENERAL FOODS CORP,-0.013508,-0.001311
16109,3/8/32,,GENERAL FOODS CORP,0.015609,0.014553
16109,3/9/32,,GENERAL FOODS CORP,-0.014508,-0.007327
16109,3/10/32,,GENERAL FOODS CORP,-0.00794,-0.005362
16109,3/11/32,,GENERAL FOODS CORP,-0.022616,-0.016109
16109,3/12/32,,GENERAL FOODS CORP,0.007128,0.004961
16109,3/14/32,,GENERAL FOODS CORP,-0.032339,-0.025979
16109,3/15/32,,GENERAL FOODS CORP,-0.001949,-0.002868
16109,3/16/32,,GENERAL FOODS CORP,-0.020394,-0.014463
16109,3/17/32,,GENERAL FOODS CORP,0.01866,0.002193
16109,3/18/32,,GENERAL FOODS CORP,-0.025465,-0.004327
16109,3/19/32,,GENERAL FOODS CORP,-0.007158,-0.003589
16109,3/21/32,,GENERAL FOODS CORP,0.012806,-0.001134
16109,3/22/32,,GENERAL FOODS CORP,-0.006677,-0.002388
16109,3/23/32,,GENERAL FOODS CORP,-0.014165,-0.00791
16109,3/24/32,,GENERAL FOODS CORP,-0.009099,-0.004278
16109,3/26/32,,GENERAL FOODS CORP,-0.02634,-0.011399
16109,3/28/32,,GENERAL FOODS CORP,-0.007748,-0.013143
16109,3/29/32,,GENERAL FOODS CORP,0.003322,-0.001058
16109,3/30/32,,GENERAL FOODS CORP,0.016918,0.004268
16109,3/31/32,,GENERAL FOODS CORP,-0.04725,-0.025259
16109,4/1/32,,GENERAL FOODS CORP,-0.014996,-0.015916
16109,4/2/32,,GENERAL FOODS CORP,-0.010302,-0.006123
16109,4/4/32,,GENERAL FOODS CORP,-0.008047,-0.022464
16109,4/5/32,,GENERAL FOODS CORP,-0.036914,-0.021929
16109,4/6/32,,GENERAL FOODS CORP,-0.023636,-0.017494
16109,4/7/32,,GENERAL FOODS CORP,-0.008771,-0.016767
16109,4/8/32,,GENERAL FOODS CORP,-0.039605,-0.033728
16109,4/9/32,,GENERAL FOODS CORP,0.019191,0.018549
16109,4/11/32,,GENERAL FOODS CORP,-0.032766,-0.018754
16109,4/12/32,,GENERAL FOODS CORP,-0.003162,-0.002219
16109,4/13/32,,GENERAL FOODS CORP,-0.011737,-0.000016
16109,4/14/32,,GENERAL FOODS CORP,0.031781,0.014141
16109,4/15/32,,GENERAL FOODS CORP,0.028417,0.047541
16109,4/16/32,,GENERAL FOODS CORP,-0.011316,0.008551
16109,4/18/32,,GENERAL FOODS CORP,-0.027714,-0.010722
16109,4/19/32,,GENERAL FOODS CORP,-0.01236,-0.012186
16109,4/20/32,,GENERAL FOODS CORP,-0.002219,-0.00254
16109,4/21/32,,GENERAL FOODS CORP,0.029647,0.025629
16109,4/22/32,,GENERAL FOODS CORP,-0.03835,-0.014236
16109,4/23/32,,GENERAL FOODS CORP,0.008994,0.005684
16109,4/25/32,,GENERAL FOODS CORP,0.001106,-0.000621
16109,4/26/32,,GENERAL FOODS CORP,0.013041,0.011449
16109,4/27/32,,GENERAL FOODS CORP,0.021414,0.014828
16109,4/28/32,,GENERAL FOODS CORP,-0.034341,-0.019915
16109,4/29/32,,GENERAL FOODS CORP,-0.029247,-0.023157
16109,4/30/32,,GENERAL FOODS CORP,0.000457,0.002068
16109,5/2/32,,GENERAL FOODS CORP,-0.013349,-0.013195
16109,5/3/32,,GENERAL FOODS CORP,-0.01245,-0.008106
16109,5/4/32,,GENERAL FOODS CORP,0.007992,-0.004024
16109,5/5/32,,GENERAL FOODS CORP,-0.007118,0.003364
16109,5/6/32,,GENERAL FOODS CORP,0.06127,0.035719
16109,5/7/32,,GENERAL FOODS CORP,-0.009448,0.010562
16109,5/9/32,,GENERAL FOODS CORP,-0.010834,-0.001749
16109,5/10/32,,GENERAL FOODS CORP,0.009886,0.001201
16109,5/11/32,,GENERAL FOODS CORP,-0.001902,0.002465
16109,5/12/32,,GENERAL FOODS CORP,-0.029613,-0.021375
16109,5/13/32,,GENERAL FOODS CORP,-0.030645,-0.018894
16109,5/14/32,,GENERAL FOODS CORP,-0.013338,-0.001187
16109,5/16/32,,GENERAL FOODS CORP,0.016456,0.004898
16109,5/17/32,,GENERAL FOODS CORP,0.000154,0.00437
16109,5/18/32,,GENERAL FOODS CORP,-0.019079,-0.001939
16109,5/19/32,,GENERAL FOODS CORP,0.001388,-0.010386
16109,5/20/32,,GENERAL FOODS CORP,0.000526,0.008699
16109,5/21/32,,GENERAL FOODS CORP,0.00031,0.000997
16109,5/23/32,,GENERAL FOODS CORP,-0.007343,-0.003596
16109,5/24/32,,GENERAL FOODS CORP,-0.035757,-0.021983
16109,5/25/32,,GENERAL FOODS CORP,-0.030248,-0.045618
16109,5/26/32,,GENERAL FOODS CORP,0.008479,-0.011905
16109,5/27/32,,GENERAL FOODS CORP,-0.042922,-0.006092
16109,5/28/32,,GENERAL FOODS CORP,0.002291,0.008933
16109,5/31/32,,GENERAL FOODS CORP,-0.068472,-0.037418
16109,6/1/32,,GENERAL FOODS CORP,-0.010212,-0.004602
16109,6/2/32,,GENERAL FOODS CORP,0.042137,0.028417
16109,6/3/32,,GENERAL FOODS CORP,0.041583,0.060336
16109,6/4/32,,GENERAL FOODS CORP,0.064284,0.06606
16109,6/6/32,,GENERAL FOODS CORP,-0.021884,0.000104
16109,6/7/32,,GENERAL FOODS CORP,-0.036397,-0.011455
16109,6/8/32,,GENERAL FOODS CORP,-0.048653,-0.021152
16109,6/9/32,,GENERAL FOODS CORP,-0.002349,-0.013638
16109,6/10/32,,GENERAL FOODS CORP,0.062767,0.042264
16109,6/11/32,,GENERAL FOODS CORP,-0.00467,0.018168
16109,6/13/32,,GENERAL FOODS CORP,-0.009901,-0.005288
16109,6/14/32,,GENERAL FOODS CORP,0.020241,0.01961
16109,6/15/32,,GENERAL FOODS CORP,0.032513,0.029764
16109,6/16/32,,GENERAL FOODS CORP,0.003268,0.013136
16109,6/17/32,,GENERAL FOODS CORP,-0.046903,-0.028144
16109,6/18/32,,GENERAL FOODS CORP,0.002777,0.011431
16109,6/20/32,,GENERAL FOODS CORP,0.004698,-0.001188
16109,6/21/32,,GENERAL FOODS CORP,-0.020723,-0.008922
16109,6/22/32,,GENERAL FOODS CORP,-0.002321,-0.009789
16109,6/23/32,,GENERAL FOODS CORP,0.009218,0.011594
16109,6/24/32,,GENERAL FOODS CORP,-0.035251,-0.017442
16109,6/25/32,,GENERAL FOODS CORP,-0.002352,0.009175
16109,6/27/32,,GENERAL FOODS CORP,-0.028505,-0.016432
16109,6/28/32,,GENERAL FOODS CORP,0.000564,-0.000614
16109,6/29/32,,GENERAL FOODS CORP,0.006648,0.001024
16109,6/30/32,,GENERAL FOODS CORP,-0.012668,-0.007035
16109,7/1/32,,GENERAL FOODS CORP,0.026432,0.029169
16109,7/5/32,,GENERAL FOODS CORP,-0.008421,0.003074
16109,7/6/32,,GENERAL FOODS CORP,0.019101,0.015799
16109,7/7/32,,GENERAL FOODS CORP,-0.029224,0.000743
16109,7/8/32,,GENERAL FOODS CORP,-0.01244,-0.009986
16109,7/9/32,,GENERAL FOODS CORP,0.009574,0.01395
16109,7/11/32,,GENERAL FOODS CORP,0.025061,0.015202
16109,7/12/32,,GENERAL FOODS CORP,0.002985,0.010476
16109,7/13/32,,GENERAL FOODS CORP,0.040975,0.030891
16109,7/14/32,,GENERAL FOODS CORP,-0.018208,0.010513
16109,7/15/32,,GENERAL FOODS CORP,0.042672,0.024609
16109,7/16/32,,GENERAL FOODS CORP,0.001536,0.016138
16109,7/18/32,,GENERAL FOODS CORP,-0.024883,-0.009932
16109,7/19/32,,GENERAL FOODS CORP,-0.004338,-0.006845
16109,7/20/32,,GENERAL FOODS CORP,0.029464,0.028985
16109,7/21/32,,GENERAL FOODS CORP,0.025077,0.030832
16109,7/22/32,,GENERAL FOODS CORP,0.028604,0.037542
16109,7/23/32,,GENERAL FOODS CORP,0.002382,0.007304
16109,7/25/32,,GENERAL FOODS CORP,0.044385,0.047115
16109,7/26/32,,GENERAL FOODS CORP,-0.010064,0.012963
16109,7/27/32,,GENERAL FOODS CORP,0.043126,0.034289
16109,7/28/32,,GENERAL FOODS CORP,0.032805,0.049487
16109,7/29/32,,GENERAL FOODS CORP,0.026769,0.03412
16109,7/30/32,,GENERAL FOODS CORP,0.007437,0.014821
16109,8/1/32,,GENERAL FOODS CORP,-0.003368,0.022583
16109,8/2/32,,GENERAL FOODS CORP,-0.024887,-0.013878
16109,8/3/32,,GENERAL FOODS CORP,0.0785,0.057358
16109,8/4/32,,GENERAL FOODS CORP,0.01715,0.026063
16109,8/5/32,,GENERAL FOODS CORP,0.037384,0.031183
16109,8/6/32,,GENERAL FOODS CORP,0.059222,0.059075
16109,8/8/32,,GENERAL FOODS CORP,0.028456,0.051911
16109,8/9/32,,GENERAL FOODS CORP,-0.000942,0.021449
16109,8/10/32,,GENERAL FOODS CORP,0.041296,0.068383
16109,8/11/32,,GENERAL FOODS CORP,-0.013757,0.022406
16109,8/12/32,,GENERAL FOODS CORP,-0.063166,-0.029948
16109,8/13/32,,GENERAL FOODS CORP,-0.010034,-0.01367
16109,8/15/32,,GENERAL FOODS CORP,0.060787,0.047907
16109,8/16/32,,GENERAL FOODS CORP,0.03364,0.041897
16109,8/17/32,,GENERAL FOODS CORP,-0.021002,-0.012886
16109,8/18/32,,GENERAL FOODS CORP,0.010101,0.005652
16109,8/19/32,,GENERAL FOODS CORP,-0.008151,0.008805
16109,8/20/32,,GENERAL FOODS CORP,0.002719,0.006326
16109,8/22/32,,GENERAL FOODS CORP,0.058337,0.057975
16109,8/23/32,,GENERAL FOODS CORP,0.020935,0.033085
16109,8/24/32,,GENERAL FOODS CORP,0.023302,0.032284
16109,8/25/32,,GENERAL FOODS CORP,-0.004447,0.02617
16109,8/26/32,,GENERAL FOODS CORP,0.012826,0.016503
16109,8/27/32,,GENERAL FOODS CORP,0.018803,0.042249
16109,8/29/32,,GENERAL FOODS CORP,0.002414,0.019899
16109,8/30/32,,GENERAL FOODS CORP,-0.012789,0.009395
16109,8/31/32,,GENERAL FOODS CORP,-0.009698,-0.014675
16109,9/1/32,,GENERAL FOODS CORP,0.004159,0.02396
16109,9/2/32,,GENERAL FOODS CORP,0.045391,0.041229
16109,9/3/32,,GENERAL FOODS CORP,0.023269,0.021535
16109,9/6/32,,GENERAL FOODS CORP,-0.019875,0.008405
16109,9/7/32,,GENERAL FOODS CORP,0.040041,0.029126
16109,9/8/32,,GENERAL FOODS CORP,-0.029005,-0.003552
16109,9/9/32,,GENERAL FOODS CORP,-0.021696,-0.020458
16109,9/10/32,,GENERAL FOODS CORP,0.000814,-0.001875
16109,9/12/32,,GENERAL FOODS CORP,-0.064816,-0.062914
16109,9/13/32,,GENERAL FOODS CORP,-0.04065,-0.059435
16109,9/14/32,,GENERAL FOODS CORP,-0.05156,-0.034944
16109,9/15/32,,GENERAL FOODS CORP,0.04068,0.006657
16109,9/16/32,,GENERAL FOODS CORP,-0.006695,0.015229
16109,9/17/32,,GENERAL FOODS CORP,-0.009381,-0.005634
16109,9/19/32,,GENERAL FOODS CORP,-0.016029,-0.011451
16109,9/20/32,,GENERAL FOODS CORP,0.029553,0.008106
16109,9/21/32,,GENERAL FOODS CORP,0.109846,0.113008
16109,9/22/32,,GENERAL FOODS CORP,-0.025675,-0.002003
16109,9/23/32,,GENERAL FOODS CORP,0.013363,-0.002881
16109,9/24/32,,GENERAL FOODS CORP,0.013175,0.017523
16109,9/26/32,,GENERAL FOODS CORP,-0.049466,-0.037526
16109,9/27/32,,GENERAL FOODS CORP,0.007499,0.004176
16109,9/28/32,,GENERAL FOODS CORP,0.023735,0.009639
16109,9/29/32,,GENERAL FOODS CORP,-0.026916,-0.017864
16109,9/30/32,,GENERAL FOODS CORP,-0.001937,-0.014885
16109,10/1/32,,GENERAL FOODS CORP,0.007022,0.011388
16109,10/3/32,,GENERAL FOODS CORP,-0.01368,-0.013132
16109,10/4/32,,GENERAL FOODS CORP,0.000955,0.000242
16109,10/5/32,,GENERAL FOODS CORP,-0.073118,-0.059188
16109,10/6/32,,GENERAL FOODS CORP,0.00052,-0.009419
16109,10/7/32,,GENERAL FOODS CORP,-0.050421,-0.047078
16109,10/8/32,,GENERAL FOODS CORP,-0.029654,-0.02995
16109,10/10/32,,GENERAL FOODS CORP,-0.055051,-0.042756
16109,10/11/32,,GENERAL FOODS CORP,0.068951,0.043063
16109,10/13/32,,GENERAL FOODS CORP,-0.024944,-0.002437
16109,10/14/32,,GENERAL FOODS CORP,0.064436,0.051674
16109,10/15/32,,GENERAL FOODS CORP,0.007562,0.017296
16109,10/17/32,,GENERAL FOODS CORP,-0.025918,-0.021887
16109,10/18/32,,GENERAL FOODS CORP,0.016058,0.010359
16109,10/19/32,,GENERAL FOODS CORP,0.035722,0.024844
16109,10/20/32,,GENERAL FOODS CORP,-0.017954,-0.007059
16109,10/21/32,,GENERAL FOODS CORP,-0.054478,-0.04342
16109,10/22/32,,GENERAL FOODS CORP,-0.000998,0.005279
16109,10/24/32,,GENERAL FOODS CORP,0.004035,-0.005579
16109,10/25/32,,GENERAL FOODS CORP,-0.008718,-0.003637
16109,10/26/32,,GENERAL FOODS CORP,0.013858,0.007086
16109,10/27/32,,GENERAL FOODS CORP,0.009505,0.011543
16109,10/28/32,,GENERAL FOODS CORP,0.016328,0.012701
16109,10/29/32,,GENERAL FOODS CORP,-0.01152,-0.000632
16109,10/31/32,,GENERAL FOODS CORP,-0.007234,-0.010836
16109,11/1/32,,GENERAL FOODS CORP,-0.036054,-0.018507
16109,11/2/32,,GENERAL FOODS CORP,-0.031272,-0.029346
16109,11/3/32,,GENERAL FOODS CORP,-0.006041,-0.012107
16109,11/4/32,,GENERAL FOODS CORP,0.054246,0.046837
16109,11/5/32,,GENERAL FOODS CORP,0.011662,0.021929
16109,11/7/32,,GENERAL FOODS CORP,0.035674,0.032425
16109,11/9/32,,GENERAL FOODS CORP,-0.037747,-0.019499
16109,11/10/32,,GENERAL FOODS CORP,0.064675,0.043821
16109,11/11/32,,GENERAL FOODS CORP,0.036417,0.040701
16109,11/12/32,,GENERAL FOODS CORP,0.000054,0.009407
16109,11/14/32,,GENERAL FOODS CORP,-0.028231,-0.021132
16109,11/15/32,,GENERAL FOODS CORP,-0.001623,-0.015596
16109,11/16/32,,GENERAL FOODS CORP,-0.028811,-0.004979
16109,11/17/32,,GENERAL FOODS CORP,-0.007242,-0.01186
16109,11/18/32,,GENERAL FOODS CORP,-0.000964,0.003314
16109,11/19/32,,GENERAL FOODS CORP,0.014269,0.006525
16109,11/21/32,,GENERAL FOODS CORP,-0.005167,-0.004099
16109,11/22/32,,GENERAL FOODS CORP,-0.003218,-0.003143
16109,11/23/32,,GENERAL FOODS CORP,-0.040676,-0.030928
16109,11/25/32,,GENERAL FOODS CORP,-0.011899,-0.015294
16109,11/26/32,,GENERAL FOODS CORP,0.004708,0.009962
16109,11/28/32,,GENERAL FOODS CORP,-0.003904,-0.010284
16109,11/29/32,,GENERAL FOODS CORP,-0.003962,-0.006079
16109,11/30/32,,GENERAL FOODS CORP,-0.026458,-0.024463
16109,12/1/32,,GENERAL FOODS CORP,0.023463,0.014674
16109,12/2/32,,GENERAL FOODS CORP,-0.03147,-0.018012
16109,12/3/32,,GENERAL FOODS CORP,-0.002925,-0.010077
16109,12/5/32,,GENERAL FOODS CORP,0.009398,0.002509
16109,12/6/32,,GENERAL FOODS CORP,0.044119,0.023358
16109,12/7/32,,GENERAL FOODS CORP,0.004553,0.010926
16109,12/8/32,,GENERAL FOODS CORP,-0.00079,0.007149
16109,12/9/32,,GENERAL FOODS CORP,0.022133,0.013511
16109,12/10/32,,GENERAL FOODS CORP,-0.005376,0.000054
16109,12/12/32,,GENERAL FOODS CORP,0.005213,0.004717
16109,12/13/32,,GENERAL FOODS CORP,-0.012572,-0.017875
16109,12/14/32,,GENERAL FOODS CORP,0.016537,0.006944
16109,12/15/32,,GENERAL FOODS CORP,-0.005239,0.010465
16109,12/16/32,,GENERAL FOODS CORP,-0.005845,-0.009837
16109,12/17/32,,GENERAL FOODS CORP,-0.000516,0.003303
16109,12/19/32,,GENERAL FOODS CORP,-0.003308,-0.00699
16109,12/20/32,,GENERAL FOODS CORP,-0.01974,-0.018099
16109,12/21/32,,GENERAL FOODS CORP,-0.004029,-0.006961
16109,12/22/32,,GENERAL FOODS CORP,-0.033309,-0.024445
16109,12/23/32,,GENERAL FOODS CORP,-0.00193,-0.007295
16109,12/24/32,,GENERAL FOODS CORP,0.013195,0.022555
16109,12/27/32,,GENERAL FOODS CORP,-0.006392,-0.014846
16109,12/28/32,,GENERAL FOODS CORP,0.000567,0.006416
16109,12/29/32,,GENERAL FOODS CORP,0.015463,0.00139
16109,12/30/32,,GENERAL FOODS CORP,0.026839,0.072287
16109,12/31/32,,GENERAL FOODS CORP,0.000027,0.04464
16109,1/3/33,,GENERAL FOODS CORP,-0.007515,0.003955
16109,1/4/33,,GENERAL FOODS CORP,0.042849,0.036005
16109,1/5/33,,GENERAL FOODS CORP,-0.002933,0.019438
16109,1/6/33,,GENERAL FOODS CORP,0.014263,0.025521
16109,1/9/33,,GENERAL FOODS CORP,-0.010697,-0.001678
16109,1/10/33,,GENERAL FOODS CORP,0.025346,0.020845
16109,1/11/33,,GENERAL FOODS CORP,-0.001976,0.01447
16109,1/12/33,,GENERAL FOODS CORP,-0.010146,-0.009314
16109,1/13/33,,GENERAL FOODS CORP,-0.00201,-0.007219
16109,1/14/33,,GENERAL FOODS CORP,-0.00206,0.000693
16109,1/16/33,,GENERAL FOODS CORP,-0.022481,-0.016238
16109,1/17/33,,GENERAL FOODS CORP,0.00129,-0.002027
16109,1/18/33,,GENERAL FOODS CORP,-0.016165,-0.010716
16109,1/19/33,,GENERAL FOODS CORP,0.00518,0.004067
16109,1/20/33,,GENERAL FOODS CORP,0.012225,0.008209
16109,1/21/33,,GENERAL FOODS CORP,0.004325,0.008397
16109,1/23/33,,GENERAL FOODS CORP,-0.008859,-0.008261
16109,1/24/33,,GENERAL FOODS CORP,-0.004387,0.006938
16109,1/25/33,,GENERAL FOODS CORP,0.014193,0.005163
16109,1/26/33,,GENERAL FOODS CORP,-0.005311,0.0039
16109,1/27/33,,GENERAL FOODS CORP,-0.003081,-0.00438
16109,1/28/33,,GENERAL FOODS CORP,-0.00809,0.000939
16109,1/30/33,,GENERAL FOODS CORP,0.00004,-0.007055
16109,1/31/33,,GENERAL FOODS CORP,-0.002031,0.011042
16109,2/1/33,,GENERAL FOODS CORP,-0.029206,-0.010008
16109,2/2/33,,GENERAL FOODS CORP,-0.017028,-0.019961
16109,2/3/33,,GENERAL FOODS CORP,-0.000571,0.009159
16109,2/4/33,,GENERAL FOODS CORP,-0.009879,-0.00236
16109,2/6/33,,GENERAL FOODS CORP,0.000482,-0.002747
16109,2/7/33,,GENERAL FOODS CORP,0.00923,0.005841
16109,2/8/33,,GENERAL FOODS CORP,0.011397,0.010905
16109,2/9/33,,GENERAL FOODS CORP,0.020449,0.021715
16109,2/10/33,,GENERAL FOODS CORP,-0.010585,-0.005953
16109,2/11/33,,GENERAL FOODS CORP,0.003269,0.002081
16109,2/14/33,,GENERAL FOODS CORP,-0.047127,-0.044701
16109,2/15/33,,GENERAL FOODS CORP,-0.000964,0.006126
16109,2/16/33,,GENERAL FOODS CORP,-0.020747,-0.015256
16109,2/17/33,,GENERAL FOODS CORP,0.015072,0.011811
16109,2/18/33,,GENERAL FOODS CORP,-0.003411,0.009654
16109,2/20/33,,GENERAL FOODS CORP,-0.027337,-0.023407
16109,2/21/33,,GENERAL FOODS CORP,-0.006268,-0.003529
16109,2/23/33,,GENERAL FOODS CORP,-0.040306,-0.025978
16109,2/24/33,,GENERAL FOODS CORP,0.030173,0.008897
16109,2/25/33,,GENERAL FOODS CORP,-0.047506,-0.027206
16109,2/27/33,,GENERAL FOODS CORP,-0.012972,-0.025264
16109,2/28/33,,GENERAL FOODS CORP,0.021503,0.006236
16109,3/1/33,,GENERAL FOODS CORP,0.016143,0.024052
16109,3/2/33,,GENERAL FOODS CORP,-0.018312,-0.016028
16109,3/3/33,,GENERAL FOODS CORP,0.031071,0.031817
16109,3/15/33,,GENERAL FOODS CORP,0.156838,0.20302
16109,3/16/33,,GENERAL FOODS CORP,0.015153,0.058125
16109,3/17/33,,GENERAL FOODS CORP,-0.035167,-0.025758
16109,3/18/33,,GENERAL FOODS CORP,-0.002565,-0.000876
16109,3/20/33,,GENERAL FOODS CORP,-0.013573,-0.006445
16109,3/21/33,,GENERAL FOODS CORP,-0.044215,-0.037923
16109,3/22/33,,GENERAL FOODS CORP,-0.012024,-0.015591
16109,3/23/33,,GENERAL FOODS CORP,0.017346,0.017284
16109,3/24/33,,GENERAL FOODS CORP,-0.004052,0.004028
16109,3/25/33,,GENERAL FOODS CORP,-0.005627,-0.001433
16109,3/27/33,,GENERAL FOODS CORP,-0.02053,-0.01937
16109,3/28/33,,GENERAL FOODS CORP,0.016334,0.006904
16109,3/29/33,,GENERAL FOODS CORP,-0.01842,-0.012007
16109,3/30/33,,GENERAL FOODS CORP,-0.004634,-0.012103
16109,3/31/33,,GENERAL FOODS CORP,-0.027237,-0.014223
16109,4/1/33,,GENERAL FOODS CORP,0.00508,0.002902
16109,4/3/33,,GENERAL FOODS CORP,-0.001202,-0.001194
16109,4/4/33,,GENERAL FOODS CORP,0.003626,0.010512
16109,4/5/33,,GENERAL FOODS CORP,0.009918,0.016886
16109,4/6/33,,GENERAL FOODS CORP,0.018616,0.027235
16109,4/7/33,,GENERAL FOODS CORP,0.009977,0.019959
16109,4/8/33,,GENERAL FOODS CORP,0.013505,0.015824
16109,4/10/33,,GENERAL FOODS CORP,0.048575,0.046488
16109,4/11/33,,GENERAL FOODS CORP,-0.007246,0.005656
16109,4/12/33,,GENERAL FOODS CORP,-0.015033,-0.011648
16109,4/13/33,,GENERAL FOODS CORP,0.035769,0.03192
16109,4/15/33,,GENERAL FOODS CORP,-0.002265,0.013344
16109,4/17/33,,GENERAL FOODS CORP,-0.020038,-0.012333
16109,4/18/33,,GENERAL FOODS CORP,0.019618,0.026737
16109,4/19/33,,GENERAL FOODS CORP,0.070632,0.081316
16109,4/20/33,,GENERAL FOODS CORP,0.082987,0.094165
16109,4/21/33,,GENERAL FOODS CORP,-0.035358,0.000057
16109,4/22/33,,GENERAL FOODS CORP,0.037002,0.01785
16109,4/24/33,,GENERAL FOODS CORP,0.023747,0.054474
16109,4/25/33,,GENERAL FOODS CORP,-0.022704,-0.014037
16109,4/26/33,,GENERAL FOODS CORP,0.004799,0.013691
16109,4/27/33,,GENERAL FOODS CORP,-0.00846,-0.002897
16109,4/28/33,,GENERAL FOODS CORP,0.013213,-0.000149
16109,4/29/33,,GENERAL FOODS CORP,0.060017,0.069048
16109,5/1/33,,GENERAL FOODS CORP,0.014292,0.035907
16109,5/2/33,,GENERAL FOODS CORP,0.00101,0.010982
16109,5/3/33,,GENERAL FOODS CORP,-0.001983,0.017902
16109,5/4/33,,GENERAL FOODS CORP,0.030145,0.039907
16109,5/5/33,,GENERAL FOODS CORP,0.010614,0.036169
16109,5/6/33,,GENERAL FOODS CORP,-0.027821,-0.018498
16109,5/8/33,,GENERAL FOODS CORP,-0.014596,-0.003008
16109,5/9/33,,GENERAL FOODS CORP,0.005659,-0.008798
16109,5/10/33,,GENERAL FOODS CORP,0.048654,0.06527
16109,5/11/33,,GENERAL FOODS CORP,0.031307,0.055588
16109,5/12/33,,GENERAL FOODS CORP,0.001652,0.014019
16109,5/13/33,,GENERAL FOODS CORP,-0.018254,0.002768
16109,5/15/33,,GENERAL FOODS CORP,-0.010382,0.012957
16109,5/16/33,,GENERAL FOODS CORP,0.01985,0.036883
16109,5/17/33,,GENERAL FOODS CORP,0.013781,0.038412
16109,5/18/33,,GENERAL FOODS CORP,-0.003783,0.010678
16109,5/19/33,,GENERAL FOODS CORP,-0.005548,0.012039
